# 카드 게임 글 원문(tools/pudtext.py) — 경로	형식	번호	원문
romdata/PUD/mgentryphase/text/jc/secret/mg003.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg003.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg003.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg003.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg003.ptx	ptx	4	トライアルで２５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg003.ptx	ptx	5	トライアルで４０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg003.ptx	ptx	6	トライアルで６０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg004.ptx	ptx	0	トライアルで５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg004.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg004.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg004.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg004.ptx	ptx	4	トライアルで１０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg004.ptx	ptx	5	トライアルで２０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg004.ptx	ptx	6	トライアルで３０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg005.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg005.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg005.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg005.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg005.ptx	ptx	4	トライアルで５０mまでのぼる{00}
romdata/PUD/mgentryphase/text/jc/secret/mg005.ptx	ptx	5	トライアルで１００mまでのぼる{00}
romdata/PUD/mgentryphase/text/jc/secret/mg005.ptx	ptx	6	トライアルで２００mまでのぼる{00}
romdata/PUD/mgentryphase/text/jc/secret/mg006.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg006.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg006.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg006.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg006.ptx	ptx	4	トライアルで５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg006.ptx	ptx	5	トライアルで１０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg006.ptx	ptx	6	トライアルで２０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg007.ptx	ptx	0	トライアルで３pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg007.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg007.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg007.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg007.ptx	ptx	4	トライアルで８pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg007.ptx	ptx	5	トライアルで１０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg007.ptx	ptx	6	トライアルで１２pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg008.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg008.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg008.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg008.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg008.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg008.ptx	ptx	5	バトルで１０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg008.ptx	ptx	6	バトルで２０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg009.ptx	ptx	0	トライアルで５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg009.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg009.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg009.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg009.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg009.ptx	ptx	5	トライアルで１５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg009.ptx	ptx	6	トライアルで２０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg010.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg010.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg010.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg010.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg010.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg010.ptx	ptx	5	バトルで１０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg010.ptx	ptx	6	バトルで１５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg011.ptx	ptx	0	トライアルで１０ｍ以上およぐ{00}
romdata/PUD/mgentryphase/text/jc/secret/mg011.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg011.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg011.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg011.ptx	ptx	4	トライアルで２０ｍ以上およぐ{00}
romdata/PUD/mgentryphase/text/jc/secret/mg011.ptx	ptx	5	トライアルで５０ｍ以上およぐ{00}
romdata/PUD/mgentryphase/text/jc/secret/mg011.ptx	ptx	6	トライアルで１００ｍ以上およぐ{00}
romdata/PUD/mgentryphase/text/jc/secret/mg012.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg012.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg012.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg012.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg012.ptx	ptx	4	バトルでレベル２に１５pt以上かくとくして\n勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg012.ptx	ptx	5	バトルでレベル４に１０pt以上かくとくして\n勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg012.ptx	ptx	6	バトルでレベル５に２０pt以上かくとくして\n勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg013.ptx	ptx	0	トライアルで５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg013.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg013.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg013.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg013.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg013.ptx	ptx	5	トライアルで２０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg013.ptx	ptx	6	トライアルで３０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg014.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg014.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg014.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg014.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg014.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg014.ptx	ptx	5	バトルでレベル２にノーミスで勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg014.ptx	ptx	6	バトルでレベル５にノーミスで勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg015.ptx	ptx	0	トライアルで５分以内にゴールする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg015.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg015.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg015.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg015.ptx	ptx	4	トライアルで１分３０秒以内にゴールする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg015.ptx	ptx	5	トライアルで１分以内にゴールする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg015.ptx	ptx	6	トライアルで４５秒以内にゴールする{00}
romdata/PUD/mgentryphase/text/jc/secret/mg016.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg016.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg016.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg016.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg016.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg016.ptx	ptx	5	バトルでレベル２にノーミスで勝利する{00}
romdata/PUD/mgentryphase/text/jc/secret/mg016.ptx	ptx	6	バトルでレベル４にノーミスで勝利する{00}
romdata/PUD/mgentryphase/text/jc/trial/mg001.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nアダマンタイマイを動かして\nゴールにたどりつくまでの\n{1B}Rタイムアタック{1B}{1B}にチャレンジ\nしよう！{00}
romdata/PUD/mgentryphase/text/jc/trial/mg001.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n下がめんの{1B}Rアダマンハンドル{1B}{1B}を\nタッチペンで回すと、そのむきへ\nすすむよ。\nはなすと{1B}R「こうら」{1B}{1B}になって\n岩から{1B}Rダメージをうけないよ。{1B}{1B}{00}
romdata/PUD/mgentryphase/text/jc/trial/mg002.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nアダマンタイマイを動かして\nおぼれているサボテンダーを\n助けるまでの{1B}Rタイムアタック{1B}{1B}に\nチャレンジしよう！{00}
romdata/PUD/mgentryphase/text/jc/trial/mg002.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n下がめんの{1B}Rアダマンハンドル{1B}{1B}を\nタッチペンで回すと、そのむきへ\nすすむよ。\nはなすと{1B}R「こうら」{1B}{1B}になって\n{1B}Rスピードが上がるよ。{1B}{1B}{00}
romdata/PUD/mgentryphase/text/jc/trial/mg003.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボをタッチペンで\nスライドさせて、上から\nおちてくる炎と氷を{1B}Rよけながら\n３回ミスをするまで、ラサンの実を\nキャッチしつづけよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/jc/trial/mg003.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボが、こおったりもえて\nしまったら、{1B}Rタッチペンで\nつついてあげる{1B}{1B}と早く元に\nもどれるよ。{00}
romdata/PUD/mgentryphase/text/jc/trial/mg004.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボをタッチペンで{1B}R上に向かって\n「はじく」{1B}{1B}と上がめんへとぶよ。\n炎と氷に３回ふれてしまうまで\n{1B}Rルチルの実をとりつづけよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/jc/trial/mg004.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボがもえたり、こおって\nしまったら{1B}Rタッチペンでつついて\nあげる{1B}{1B}と早く元にもどれるよ。{00}
romdata/PUD/mgentryphase/text/jc/trial/mg005.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを\n高くとばしてくれるよ。\n{1B}R３回ミス{1B}{1B}をするまで、{1B}Rのぼり\nつづけよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/jc/trial/mg005.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱのほうが高くとべる{1B}{1B}けど\nボムにさわるとミスになるので\n気をつけてとんでね。{00}
romdata/PUD/mgentryphase/text/jc/trial/mg006.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線がかれ葉に\nなって{1B}{1B}チョコボがおちる向きを\nかえてくれるよ。\nタイタンに３回当たるまで、\n{1B}Rお宝をとりつづけよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/jc/trial/mg006.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nかれ葉は、{1B}Rななめ{1B}{1B}に書かないと、\nチョコボがのったとき、{1B}Rくずれて\nきえてしまうよ。{1B}{1B}\n▲をとるとスピードダウンして\n▼をとるとスピードアップするよ。{00}
romdata/PUD/mgentryphase/text/jc/trial/mg007.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n下がめんの虫めがねを\nタッチペンでスライドさせて、\n{1B}R黒こげのチョコボの子{1B}{1B}を\nさがそう。{00}
romdata/PUD/mgentryphase/text/jc/trial/mg007.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボの子を見つけたら\n上がめんの、{1B}Rまん中に合わせて\nあげてね。{1B}{1B}\nタイムが０になるまで{1B}R見つけ\nつづけよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/jc/trial/mg009.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nユニコーンの音楽隊がならした\nがっきとリズムをおぼえよう。\nおぼえたら、次のしょうせつで\nリズムにあわせて{1B}Rがっきのマークに\nいどうして音楽隊のマネしよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/jc/trial/mg009.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nがっきのマークをタッチすると\nチョコボがいどうするよ。\n{1B}R音がなる前にがっきのマークへ\nいどう{1B}{1B}しておくのがコツだよ！{00}
romdata/PUD/mgentryphase/text/jc/trial/mg011.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n海中どうくつの{1B}Rしょうがい物を\nかわしながら{1B}{1B}ミスするまで、\nおよぎつづけよう。{00}
romdata/PUD/mgentryphase/text/jc/trial/mg011.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n下がめんを{1B}Rタッチペンでこすると{1B}{1B}\nチョコボが{1B}Rうかぶよ！{1B}{1B}\n{1B}R何もしないとドンドンしずむ{1B}{1B}から\n上下のバランスに気をつけよう！{00}
romdata/PUD/mgentryphase/text/jc/trial/mg013.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nちらばっているパズルピースを\nひろって{1B}R３しゅるいの家を\n組み立てよう。{1B}{1B}\n家のさいごのピースをはめると、\nボーナスがもらえるよ。{00}
romdata/PUD/mgentryphase/text/jc/trial/mg013.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nタッチペンでチョコボを\nスライドさせよう。\n{1B}Rパズルピースの上にのせると\nチョコボがピースをもつよ。{1B}{1B}\nもったピースは家の上ではなそう！{00}
romdata/PUD/mgentryphase/text/jc/trial/mg015.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nまわりの{1B}R雷にふれないように{1B}{1B}\n動かし、ゴールにたどりつく\nまでのタイムアタックに\nチャレンジしよう！{00}
romdata/PUD/mgentryphase/text/jc/trial/mg015.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nタッチペンでチョコボを\n{1B}Rゆっくりゆっくり、しんちょうに{1B}{1B}\nスライドさせよう！{00}
romdata/PUD/multiplay/text/ja/gather0.txt	u16z	0	ぼしゅうちゅう
romdata/PUD/multiplay/text/ja/gather1.txt	u16z	0	ぼしゅうちゅう.
romdata/PUD/multiplay/text/ja/gather2.txt	u16z	0	ぼしゅうちゅう..
romdata/PUD/multiplay/text/ja/gather3.txt	u16z	0	ぼしゅうちゅう...
romdata/PUD/multiplay/text/ja/mp001.ptx	ptx	0	メニューから選択してください{00}
romdata/PUD/multiplay/text/ja/mp002.ptx	ptx	0	グループを選んでください\nグループがひとつもないときや\n新しく作りたいときは\n『ぼしゅう』を選んでください{00}
romdata/PUD/multiplay/text/ja/mp003.ptx	ptx	0	対戦相手を募集しています\n『しめきる』をタッチすると先に進みます{00}
romdata/PUD/multiplay/text/ja/mp003.ptx	ptx	1	親機の対応を待っています\nしばらくお待ちください{00}
romdata/PUD/multiplay/text/ja/mp004.ptx	ptx	0	キャラクターを選択してください{00}
romdata/PUD/multiplay/text/ja/mp005.ptx	ptx	0	COMの人数と\n強さを選択してください{00}
romdata/PUD/multiplay/text/ja/mp006.ptx	ptx	0	遊びたい絵本ゲームを\n選んでください{00}
romdata/PUD/multiplay/text/ja/mp006.ptx	ptx	1	『ヴォルグバトル』\nに決まりました{00}
romdata/PUD/multiplay/text/ja/mp006.ptx	ptx	2	『クロマパズル』\nに決まりました{00}
romdata/PUD/multiplay/text/ja/mp006.ptx	ptx	3	『ラグナロクレース』\nに決まりました{00}
romdata/PUD/multiplay/text/ja/mp006.ptx	ptx	4	『シロマタワー』\nに決まりました{00}
romdata/PUD/multiplay/text/ja/mp007.ptx	ptx	0	ｶｰﾄﾞが１５枚組み込まれたﾃﾞｯｷがないので\nポップアップデュエルでは遊べません{00}
romdata/PUD/multiplay/text/ja/na0.txt	u16z	0	さんかできません
romdata/PUD/multiplay/text/ja/search0.txt	u16z	0	けんさくちゅう
romdata/PUD/multiplay/text/ja/search1.txt	u16z	0	けんさくちゅう.
romdata/PUD/multiplay/text/ja/search2.txt	u16z	0	けんさくちゅう..
romdata/PUD/multiplay/text/ja/search3.txt	u16z	0	けんさくちゅう...
romdata/PUD/multiplay/text/jc/gather0.txt	u16z	0	ぼしゅうちゅう
romdata/PUD/multiplay/text/jc/gather1.txt	u16z	0	ぼしゅうちゅう.
romdata/PUD/multiplay/text/jc/gather2.txt	u16z	0	ぼしゅうちゅう..
romdata/PUD/multiplay/text/jc/gather3.txt	u16z	0	ぼしゅうちゅう...
romdata/PUD/multiplay/text/jc/mp001.ptx	ptx	0	メニューからせんたくしてください{00}
romdata/PUD/multiplay/text/jc/mp002.ptx	ptx	0	グループをえらんでください\nグループがひとつもないときや\n新しく作りたいときは\n『ぼしゅう』をえらんでください{00}
romdata/PUD/multiplay/text/jc/mp003.ptx	ptx	0	たいせんあいてをぼしゅうしています\n『しめきる』をおすと先にすすみます{00}
romdata/PUD/multiplay/text/jc/mp003.ptx	ptx	1	おやきのたいおうをまっています\nしばらくおまちください{00}
romdata/PUD/multiplay/text/jc/mp004.ptx	ptx	0	キャラクターをせんたくしてください{00}
romdata/PUD/multiplay/text/jc/mp005.ptx	ptx	0	COMのにんずうと\nつよさをせんたくしてください{00}
romdata/PUD/multiplay/text/jc/mp006.ptx	ptx	0	あそびたい絵本ゲームを\nえらんでください{00}
romdata/PUD/multiplay/text/jc/mp006.ptx	ptx	1	『ヴォルグバトル』\nにきまりました{00}
romdata/PUD/multiplay/text/jc/mp006.ptx	ptx	2	『クロマパズル』\nにきまりました{00}
romdata/PUD/multiplay/text/jc/mp006.ptx	ptx	3	『ラグナロクレース』\nにきまりました{00}
romdata/PUD/multiplay/text/jc/mp006.ptx	ptx	4	『シロマタワー』\nにきまりました{00}
romdata/PUD/multiplay/text/jc/mp007.ptx	ptx	0	ｶｰﾄﾞが１５枚くみこまれたﾃﾞｯｷがないので\nポップアップデュエルではあそべません{00}
romdata/PUD/multiplay/text/jc/na0.txt	u16z	0	さんかできません
romdata/PUD/multiplay/text/jc/search0.txt	u16z	0	けんさくちゅう
romdata/PUD/multiplay/text/jc/search1.txt	u16z	0	けんさくちゅう.
romdata/PUD/multiplay/text/jc/search2.txt	u16z	0	けんさくちゅう..
